股票代码,东财行业,证监会行业
600216,医药生物-化学制药-化学原料药,制造业-医药制造业
002723,家电-小家电-小家电,制造业-电气机械和器材制造业
605289,建筑-建筑施工-专业工程,建筑业-建筑装饰、装修和其他建筑业
600475,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业
002646,食品饮料-饮料-白酒,制造业-酒、饮料和精制茶制造业
002758,农林牧渔-农业-农业服务,批发和零售业-批发业
688106,基础化工-化学原料-其他化学原料,制造业-化学原料和化学制品制造业
002722,机械设备-金属制品-金属制品,制造业-金属制品业
002999,基础化工-化肥农药-农药,批发和零售业-零售业
688480,机械设备-专用设备-环保设备,水利、环境和公共设施管理业-生态保护和环境治理业
600573,食品饮料-饮料-啤酒,制造业-酒、饮料和精制茶制造业
300832,医药生物-医疗器械-医疗器械,制造业-医药制造业
000803,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业
688633,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
301178,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
603116,纺织服装-服装家纺-服饰辅料,制造业-皮革、毛皮、羽毛及其制品和制鞋业
600592,机械设备-通用设备-基础件,制造业-通用设备制造业
920016,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
300542,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
002406,交运设备-汽车-汽车零部件,制造业-汽车制造业
002748,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
603213,基础化工-化学原料-氯碱,制造业-化学原料和化学制品制造业
000595,机械设备-通用设备-基础件,制造业-通用设备制造业
688280,交运设备-汽车-汽车零部件,制造业-汽车制造业
600993,医药生物-中药生产-中药生产,制造业-医药制造业
688386,基础化工-橡胶制品-其他橡胶制品,制造业-橡胶和塑料制品业
003000,食品饮料-食品-食品综合,制造业-农副食品加工业
300591,纺织服装-服装家纺-服饰辅料,制造业-皮革、毛皮、羽毛及其制品和制鞋业
831304,基础化工-化学原料-其他化学原料,制造业-化学原料和化学制品制造业
300009,医药生物-生物医药-生物医药,制造业-医药制造业
300147,医药生物-中药生产-中药生产,制造业-医药制造业
600298,食品饮料-食品-食品综合,制造业-食品制造业
688159,信息技术-通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业
600730,文化传媒-教育-教育信息化服务,教育-教育
300559,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
300110,医药生物-化学制药-化学制剂,制造业-医药制造业
600234,建筑-装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业
002872,医药生物-医药商业-医药商业,制造业-医药制造业
600379,电气设备-其他电气设备-其他电气设备,制造业-电气机械和器材制造业
002597,基础化工-化学制品-其他化学制品,制造业-食品制造业
002666,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
831832,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
688192,医药生物-生物医药-生物医药,制造业-医药制造业
603810,基础化工-化肥农药-农药,制造业-化学原料和化学制品制造业
000710,医药生物-医疗服务-医疗服务,科学研究和技术服务业-专业技术服务业
600655,商贸零售-零售-连锁,批发和零售业-零售业
002835,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业
603077,基础化工-化学原料-纯碱,制造业-化学原料和化学制品制造业
000518,医药生物-生物医药-生物医药,制造业-医药制造业
002584,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
000633,有色金属-金属非金属新材料-其他金属新材料,制造业-有色金属冶炼和压延加工业
000880,机械设备-通用设备-内燃机,制造业-通用设备制造业
300737,建材-其他建材-其他建材,制造业-非金属矿物制品业
300437,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
603611,机械设备-专用设备-工程机械,制造业-通用设备制造业
688189,医药生物-化学制药-化学制剂,制造业-医药制造业
000701,商贸零售-贸易-贸易,批发和零售业-批发业
605337,食品饮料-饮料-软饮料,制造业-酒、饮料和精制茶制造业
688443,医药生物-生物医药-生物医药,制造业-医药制造业
002598,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
002344,商贸零售-商业物业经营-专业市场,租赁和商务服务业-商务服务业
300892,食品饮料-食品-食品综合,批发和零售业-零售业
600926,金融-银行-股份制与城商行,金融业-货币金融服务
600796,基础化工-化肥农药-农药,电力、热力、燃气及水生产和供应业-水的生产和供应业
002923,医药生物-化学制药-化学制剂,制造业-医药制造业
002864,医药生物-中药生产-中药生产,制造业-医药制造业
688202,医药生物-生物医药-生物医药,科学研究和技术服务业-研究和试验发展
600386,交运设备-汽车-汽车销售,批发和零售业-零售业
600691,基础化工-化肥农药-氮肥,制造业-化学原料和化学制品制造业
002852,农林牧渔-农业-农产品加工,制造业-农副食品加工业
838971,有色金属-金属非金属新材料-非金属新材料,制造业-计算机、通信和其他电子设备制造业
301206,食品饮料-食品-调味品,制造业-食品制造业
002671,建材-其他建材-其他建材,制造业-非金属矿物制品业
600596,基础化工-化肥农药-农药,制造业-化学原料和化学制品制造业
300240,交通运输-物流-物流,交通运输、仓储和邮政业-多式联运和运输代理业
301355,轻工制造-造纸印刷-包装印刷,制造业-造纸和纸制品业
301533,机械设备-专用设备-农用机械,制造业-专用设备制造业
300029,电气设备-电源设备-太阳能,建筑业-土木工程建筑业
601187,金融-银行-股份制与城商行,金融业-货币金融服务
002719,食品饮料-食品-食品综合,制造业-食品制造业
002115,文化传媒-营销服务-营销服务,租赁和商务服务业-商务服务业
000826,公用事业-环保-环保,水利、环境和公共设施管理业-公共设施管理业
003010,文化传媒-营销服务-营销服务,信息传输、软件和信息技术服务业-互联网和相关服务
603123,金融-非银行金融-其他非银行金融,批发和零售业-零售业
301201,医药生物-生物医药-生物医药,制造业-医药制造业
300436,医药生物-生物医药-生物医药,制造业-医药制造业
605077,食品饮料-食品-调味品,制造业-食品制造业
002550,医药生物-化学制药-化学原料药,制造业-医药制造业
002040,交通运输-港口航运-港口,交通运输、仓储和邮政业-水上运输业
002522,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业
603456,医药生物-化学制药-化学原料药,制造业-医药制造业
000911,食品饮料-食品-调味品,制造业-农副食品加工业
000668,房地产-房地产开发-房地产开发,房地产业-房地产业
002735,轻工制造-造纸印刷-包装印刷,制造业-橡胶和塑料制品业
000757,交运设备-汽车-汽车零部件,批发和零售业-零售业
002309,电气设备-输变电设备-电线电缆,制造业-电气机械和器材制造业
600329,医药生物-中药生产-中药生产,制造业-医药制造业
002370,医药生物-化学制药-化学制剂,制造业-医药制造业
000729,食品饮料-饮料-啤酒,制造业-酒、饮料和精制茶制造业
002026,机械设备-通用设备-基础件,制造业-电气机械和器材制造业
000777,机械设备-通用设备-基础件,制造业-通用设备制造业
002732,食品饮料-食品-乳制品,制造业-食品制造业
600829,医药生物-医药商业-医药商业,批发和零售业-批发业
002495,食品饮料-食品-调味品,制造业-食品制造业
688499,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
603085,交运设备-汽车-汽车零部件,制造业-汽车制造业
688296,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
002739,文化传媒-影视动漫-影视,文化、体育和娱乐业-广播、电视、电影和录音制作业
002956,食品饮料-食品-食品综合,制造业-食品制造业
600533,房地产-房地产开发-房地产开发,房地产业-房地产业
002682,交通运输-物流-物流,交通运输、仓储和邮政业-道路运输业
300723,医药生物-化学制药-化学制剂,制造业-医药制造业
603238,纺织服装-纺织-其他纺织,制造业-纺织业
002394,纺织服装-纺织-棉纺,制造业-纺织业
002562,基础化工-化学制品-其他化学制品,制造业-医药制造业
600543,食品饮料-饮料-葡萄酒,制造业-酒、饮料和精制茶制造业
300233,医药生物-化学制药-化学制剂,制造业-医药制造业
600195,农林牧渔-畜牧业-动物用药,制造业-医药制造业
600800,基础化工-化学原料-其他化学原料,制造业-化学原料和化学制品制造业
300791,医药生物-保健护理-保健护理产品,制造业-食品制造业
002677,家电-小家电-小家电,制造业-电气机械和器材制造业
002076,电子设备-光电子器件-LED,制造业-电气机械和器材制造业
688648,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
603029,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
688270,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业
